"","Day","Year","Opponent","GameNumber","Wake_Result","Wake_Rushes","Wake_Rush_Yds","Wake_Rush_TD","Wake_Rush_Lg","Wake_Receptions","Wake_Receptions_Yds","Wake_Receptions_TD","Wake_Receptions_Lg","Wake_Pass_Cmp","Wake_Pass_Att","Wake_Pass_Int","Wake_Pass_Yds","Wake_Pass_TD","Wake_Pass_Lg","Wake_KOR","Wake_KOR_Yds","Wake_KOR_TD","Wake_KOR_Lg","Wake_PR","Wake_PR_Yds","Wake_PR_TD","Wake_PR_LG","Wake_Total_Offense","Wake_Total_Of_Plays","Wake_1st_Downs","Wake_1DRsh","Wake_1DPs","Wake_1DPen","Wake_Solo","Wake_Ast","Wake_Total_Tackles","Wake_TFL","Wake_TFL_Yds","Wake_Sacks","Wake_Sacks_Yds","Wake_FF","Wake_FR","Wake_Fumble_Yds","Wake_Int","Wake_Int_Yds","Wake_QBH","Wake_Brk","Wake_Blk_Kick","Wake_PAT_M","Wake_PAT_Att","Wake_Run","Wake_Rcv","Wake_safety","Wake_Pts","Wake_Punts","Wake_Punts_Yds","Wake_Punts_Avg","Wake_Punts_Lg","Wake_Blkd","Wake_TB","Wake_FB","Wake_50+","Wake_I20","Wake1_FGA","Wake1_FGM","Wake1_Lg","Wake1_Blkd","Wake_Ko","Wake_Ko_Yds","Wake_Ko_Avg","Wake1_TB","Wake_OB","Wake_2gm_TO","Wake_Rush_2gms","Wake_Rush_3gms","Opp_Rushes","Opp_Rushes_Yds","Opp_Rushes_TD","Opp_Rushes_Lg","Opp_Receptions","Opp_Receptions_Yds","Opp_Receptions_TD","Opp_Receptions_Lg","Opp_Pass_Cmp","Opp_Pass_Att","Opp_Pass_Int","Opp_Pass_Yds","Opp_Pass_TD","Opp_Pass_Lg","Opp_KOR","Opp_KOR_Yds","Opp_KOR_TD","Opp_KOR_LG","Opp","Opp.1","Opp_PR_TD","Opp_PR_LG","Opp_Total_Offense","Opp_1st_Downs","Opp_1D-Ru","Opp_1D-Pa","Opp_1D-Pn","Opp_Solo","Opp_Ast","Opp_Total_Tackles","Opp_TFL","Opp_TFL_Yds","Opp_Sacks","Opp_Sacks_Yds","Opp_FF","Opp_FR","Opp_Fumble_Yds","Opp_Int","Opp_Int_Yds","Opp_QBH","Opp_Brk","Opp_Blk_Kick","Opp_PAT_Att","Opp_PAT_M","Opp_Run","Opp_Rcv","Opp_Safety","Opp_Pts","Opp_Punts","Opp_Punts_Yds","Opp_Punts_Avg","Opp_Punts_Lg","Opp_Blkd","Opp_TB","Opp_FC","Opp_50+","Opp_I20","Opp1_FGA","Opp1_FGM","Opp1_Lg","Opp1_Blk","Opp_Ko","Opp_Yds_10","Opp1_Avg","Opp1_TB","Opp_OB","Opp_YPC","Opp_YPA","Opp_Tot_Off_Plays","Opp_YPP","alltimefb_W/L","alltimefb_Score","alltimefb_WFU","alltimefb_Opp","alltimefb_Margin","alltimefb_Calc","alltimefb_ATT","alltimefb_Opp Conf","alltimefb_H A","alltimefb_ACC Rec after for WF","alltimefb_Opp Rec before gm","alltimefb_WF Rank","alltimefb_WF AP","alltimefb_WF Coach","alltimefb_WF CFP","alltimefb_Opp Rank","alltimefb_Opp AP","alltimefb_Opp Coaches Poll","alltimefb_Opp CFP","alltimefb_Notes","alltimefb_WF Record (after)","alltimefb_Coach Rec","alltimefb_Coach","alltimefb_Opp Coach","alltimefb_Pts Combo","alltimefb_OT","alltimefb_Season Win #","alltimefb_Season #","alltimefb_Gm #","alltimefb_Surface","alltimefb_State","alltimefb_Jersey","alltimefb_Pants","alltimefb_Helmet","alltimefb_Game Time","alltimefb_Night","alltimefb_PDF","alltimefb_<17","alltimefb_Temp","alltimefb_Weather","alltimefb_TV","alltimefb_PxP","alltimefb_Analyst","alltimefb_Sideline","alltimefb_Analyst__1","alltimefb_Level","alltimefb_Division","alltimefb_Toss","alltimefb_Choice","alltimefb_Bye","alltimefb_Gm #__1","alltimefb_Check","alltimefb_ACC Opener","alltimefb_ACC Hm Opener","alltimefb_Homecoming","alltimefb_Big 4","alltimefb_0-1L-Nov","alltimefb_Final Play","alltimefb_NFL Stadium","alltimefb_ATW","alltimefb_ATL","alltimefb_ATT__1","alltimefb_AT Pct","alltimefb_Bowl","alltimefb_Discrepancies","alltimefb_Nickname","alltimefb_LINK","alltimefb_Coastal-Atlantic","alltimefb_Starting QB","alltimefb_WF Poss","alltimefb_TD","alltimefb_FG","alltimefb_Punt","alltimefb_L/TO","alltimefb_MFG","alltimefb_Dns","alltimefb_Time","alltimefb_TOT","alltimefb_Opp Dr","alltimefb_TD__1","alltimefb_FG__1","alltimefb_Punt__1","alltimefb_L/TO__1","alltimefb_Dns__1","alltimefb_MFG__1","alltimefb_Time__1","alltimefb_TOT__1","alltimefb_Off Drs","alltimefb_3-and-out","alltimefb_Def Drs","alltimefb_3 and out","alltimefb_Non-Sat","alltimefb_Opp W","alltimefb_Opp L","alltimefb_Opp T","alltimefb_Opp Bowl","alltimefb_Line","alltimefb_TV Viewers","alltimefb_TV rating","alltimefb_Conf gm","alltimefb_1st 3 gms","alltimefb_1st 4 gms","alltimefb_Pts Ald-4","alltimefb_5 gms-PF","alltimefb_30 pt gms","alltimefb_X__1","alltimefb_Upset"
"11","Jan. 1",1946,"SOUTH CAROLINA",354,"W",48,163,2,NA,"14","250",3,NA,"14","21","2","250",3,NA,1,22,"0",NA,8,84,0,NA,413,69,"14",7,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,156,0,NA,3,28,"0",NA,"3",15,2,"28",0,NA,6,146,0,NA,2,3,0,NA,184,"8",7,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W","26-14 (19)",26,14,12,"W",12000,"SoCon","N",NA,"2-3-3","19",NA,NA,NA,NA,NA,NA,NA,"Gator Bowl, Jacksonville","5-3-1",NA,"D.C. Walker","John McMillan",40,NA,NA,9,346,NA,"SC",NA,NA,NA,NA,NA,NA,NA,NA,"clear and cold",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,345,NA,NA,NA,NA,NA,NA,NA,NA,"145",NA,NA,NA,"Gator",NA,"Gamecocks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tuesday",NA,NA,NA,"Gator",NA,NA,NA,"Y",NA,NA,NA,NA,"0",NA,NA
"12","Jan. 1",1946,"SOUTH CAROLINA",354,"W",48,163,2,NA,"14","250",3,NA,"14","21","2","250",3,NA,1,22,"0",NA,8,84,0,NA,413,69,"14",7,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W","26-14 (19)",26,14,12,"W",12000,"SoCon","N",NA,"2-3-3","19",NA,NA,NA,NA,NA,NA,NA,"Gator Bowl, Jacksonville","5-3-1",NA,"D.C. Walker","John McMillan",40,NA,NA,9,346,NA,"SC",NA,NA,NA,NA,NA,NA,NA,NA,"clear and cold",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,345,NA,NA,NA,NA,NA,NA,NA,NA,"145",NA,NA,NA,"Gator",NA,"Gamecocks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tuesday",NA,NA,NA,"Gator",NA,NA,NA,"Y",NA,NA,NA,NA,"0",NA,NA
"13","Oct. 18",1947,"GEORGE WASHINGTON",355,"W",46,133,4,NA,"10","227",2,NA,"10","23","0","227",2,NA,1,15,"0",NA,7,94,0,NA,360,69,"10",6,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,16,0,NA,8,42,"1",NA,"8",29,3,"112",1,NA,8,204,0,NA,4,33,0,NA,124,"8",1,"7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W","39-7 (14)",39,7,32,"W",12000,"SoCon","A",NA,"0-3","14",NA,NA,NA,NA,NA,NA,NA,NA,"4-0","59-36-4","D.C. Walker","Skip Stahley",46,NA,5,4,359,NA,"DC",NA,NA,NA,"2:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,358,NA,NA,NA,NA,NA,NA,NA,NA,"155",NA,NA,NA,NA,NA,"Colonials",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,80,28,NA,NA,NA,NA
"14","Sept. 27",1947,"GEORGETOWN",355,"W",43,101,0,NA,"8","108",1,NA,"8","19","3","108",1,NA,2,17,"0",NA,3,19,0,NA,209,62,"11",5,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,51,0,NA,5,49,"0",NA,"5",17,5,"49",0,NA,1,8,0,NA,3,22,0,NA,100,"4",1,"3","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W","6-0",6,0,6,"W",12000,"Ind","H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1-0",NA,"D.C. Walker","Jack Hagerty",6,NA,NA,1,356,NA,"DC",NA,NA,NA,"8:00","N",NA,NA,NA,"chilly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,355,"355",NA,NA,NA,NA,NA,NA,NA,"152",NA,NA,NA,NA,NA,"Hoyas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","Oct. 4",1947,"CLEMSON",356,"W",64,161,NA,NA,"9","173",1,NA,"9","12","0","173",1,NA,5,101,"0",NA,4,26,0,NA,316,76,"15",10,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,12,NA,NA,7,150,"1",NA,"7",22,2,"150",1,NA,1,15,0,NA,2,4,0,NA,162,"5",1,"4","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W","16-14",16,14,2,"W",14500,"SoCon","A",NA,"1-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2-0",NA,"D.C. Walker","Frank Howard",30,NA,9,2,357,NA,"SC",NA,NA,NA,"3:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,356,NA,NA,NA,NA,NA,NA,NA,NA,"153",NA,NA,NA,NA,NA,"Tigers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA
"16","Oct. 11",1947,"NORTH CAROLINA",357,"W",47,100,NA,NA,"14","230",2,NA,"14","22","0","230",2,NA,1,6,"0",NA,6,51,0,NA,330,69,"15",5,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,31,NA,NA,4,63,"1",NA,"4",17,1,"63",1,NA,3,31,0,NA,4,42,0,NA,94,"4",3,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W","19-7",19,7,12,"W",35000,"SoCon","A","1-1","1-1",NA,NA,NA,NA,"19","19",NA,NA,NA,"3-0",NA,"D.C. Walker","Carl Snavely",26,NA,6,3,358,NA,"NC",NA,NA,NA,"2:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,357,NA,NA,NA,NA,"W",NA,NA,NA,"154",NA,NA,NA,NA,NA,"Tar Heels",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",41,NA,NA,NA,NA,NA,NA
"17","Oct. 25",1947,"DUKE",359,"L",38,103,0,NA,"14","168",1,NA,"14","30","2","168",1,NA,3,68,"0",NA,7,53,0,NA,271,68,"15",8,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,81,2,NA,7,124,"0",NA,"7",15,0,"124",0,NA,2,32,0,NA,5,36,0,NA,205,"9",4,"4","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L","6-13 (11)",6,13,-7,"L",24600,"SoCon","H",NA,"3-0-1","11",NA,NA,NA,"15","15",NA,NA,"Homecoming; 24,600; largest crowd to witness athletic event in Wake Forest","4-1",NA,"D.C. Walker","Wallace Wade",19,NA,NA,5,360,NA,"NC",NA,NA,NA,"2:00",NA,NA,NA,NA,"fair and warm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,359,NA,NA,NA,"X","L",NA,NA,NA,NA,"184",NA,NA,NA,NA,"Blue Devils",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,86,NA,NA,NA
"18","Nov. 1",1947,"WILLIAM & MARY",360,"L",28,53,0,NA,"13","130",0,NA,"13","33","6","130",0,NA,2,38,"0",NA,6,30,0,NA,183,61,"13",5,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,140,0,NA,8,118,"2",NA,"8",18,2,"118",2,NA,2,33,0,NA,1,26,0,NA,258,"12",9,"3","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L","0-21",0,21,-21,"L",16000,"SoCon","A",NA,"4-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4-2",NA,"D.C. Walker","Rube McCray",21,NA,NA,6,361,NA,"VA",NA,NA,NA,"2:00",NA,NA,NA,NA,"cloudy and cool",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360,NA,NA,NA,NA,NA,"L",NA,NA,NA,"185",NA,NA,NA,NA,"Tribe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dixie",NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA
"19","Nov. 8",1947,"BOSTON COLLEGE",361,"W",34,55,1,NA,"3","52",1,NA,"3","15","3","52",1,NA,3,35,"0",NA,0,0,0,NA,107,49,"4",1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,272,2,NA,5,64,"0",NA,"5",16,4,"64",0,NA,3,46,0,NA,1,11,0,NA,336,"19",15,"3","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W","14-13",14,13,1,"W",30279,"Ind","A",NA,"4-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-2","60-38-4","D.C. Walker","Denny Myers",27,NA,1,7,362,NA,"MASS",NA,NA,NA,"2:00",NA,NA,NA,NA,"rainy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,361,NA,NA,NA,NA,NA,"W",NA,NA,"156",NA,NA,NA,NA,NA,"Eagles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","Nov. 15",1947,"NC STATE",362,"L",43,103,0,NA,"2","16",0,NA,"2","7","2","16",0,NA,3,49,"0",NA,9,77,0,NA,119,50,"7",6,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,183,2,NA,2,27,"1",NA,"2",2,0,"27",1,NA,2,64,0,NA,4,60,0,NA,210,"7",6,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L","0-20",0,20,-20,"L",20000,"SoCon","A",NA,"3-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-3",NA,"D.C. Walker","Beattie Feathers",20,NA,NA,8,363,NA,"NC",NA,NA,NA,"2:00",NA,NA,NA,NA,"rainy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,362,NA,NA,NA,NA,"L",NA,NA,NA,NA,"186",NA,NA,NA,NA,"Wolfpack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA
"21","Nov. 21",1947,"DUQUESNE",363,"W",34,166,4,NA,"8","159",1,NA,"8","26","1","159",1,NA,1,16,"0",NA,4,24,0,NA,325,60,"11",5,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,57,0,NA,8,112,"0",NA,"8",25,4,"112",0,NA,5,81,0,NA,5,54,0,NA,169,"11",3,"7","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W","33-0",33,0,33,"W",10000,"Ind","N",NA,"2-6",NA,NA,NA,NA,NA,NA,NA,NA,"Winston-Salem, NC","6-3",NA,"D.C. Walker","Kass Kovalcheck",33,NA,1,9,364,NA,"PA",NA,NA,NA,"8:00","N",NA,NA,NA,"cold and cloudy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,363,NA,NA,NA,NA,NA,NA,NA,NA,"157",NA,NA,NA,NA,NA,"Dukes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Friday",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","Nov. 27",1947,"SOUTH CAROLINA",364,"L",38,77,NA,NA,"6","82",0,NA,"6","20","4","82",0,NA,2,29,"0",NA,5,40,0,NA,159,58,"11",7,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,178,NA,NA,1,2,"0",NA,"1",3,0,"2",0,NA,1,18,0,NA,5,30,0,NA,180,"7",7,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L","0-6",0,6,-6,"L",17000,"SoCon","N",NA,"5-2-1",NA,NA,NA,NA,NA,NA,NA,NA,"Charlotte, NC; Thanksgiving Day","6-4",NA,"D.C. Walker","Rex Enright",6,NA,NA,10,365,NA,"SC",NA,NA,NA,"2:00",NA,NA,NA,NA,"muddy field",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,364,NA,NA,NA,NA,NA,NA,NA,NA,NA,"187",NA,NA,NA,NA,"Gamecocks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thursday",NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,"2",NA,NA
"23","Sept. 17",1949,"DUQUESNE",375,"W",56,284,NA,NA,"6","59",0,NA,"6","16","1","59",0,NA,3,80,"0",NA,8,65,0,NA,343,72,"18",14,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,78,NA,NA,0,0,"0",NA,"0",7,1,"0",0,NA,1,-4,0,NA,2,17,0,NA,78,"5",4,"0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W","22-7",22,7,15,"W",12000,"Ind","H",NA,"0-0",NA,NA,NA,NA,NA,NA,NA,NA,"Trailed 22-7","1-0",NA,"D.C. Walker","Phil Ahwesh",29,NA,1,1,376,NA,"PA",NA,NA,NA,"3:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,375,NA,NA,NA,NA,NA,NA,NA,NA,"164",NA,NA,NA,NA,NA,"Dukes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","Sept. 24",1949,"SMU",376,"L",54,129,1,NA,"5","62",0,NA,"5","15","3","62",0,NA,3,56,"0",NA,4,43,0,NA,191,69,"10",7,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,97,0,NA,11,215,"2",NA,"11",18,1,"215",2,NA,1,13,0,NA,5,58,0,NA,312,"10",6,"4","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L","7-13",7,13,-6,"L",51000,"SWC","A",NA,"0-0",NA,NA,NA,NA,NA,NA,NA,NA,"Supposed to fly for first time","1-1",NA,"D.C. Walker","Madison Bell",20,NA,NA,2,377,NA,"TX",NA,NA,NA,"8:00","N",NA,NA,NA,"clear (night)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,376,NA,NA,NA,NA,NA,NA,NA,NA,NA,"192",NA,NA,NA,NA,"Mustangs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
