Class,Pos,"Name (last, first)",Year,Gms,Solo,Asst,Total,TFL,Yds,Sacks,Yds,Int,Yds,ITD,PBU,QBH,FR,Yd,FF,Blk Kick,Safety,Total Check,Diff,PDF,Tkls/Gm,Tm Rank,PDF
Jr,TE,"Bishop, Spencer",2012,12,1,0,1,,,,,,,,,,,,,,,,,0,0.1,,0
Jr,OT,"Bolling, Devin",2012,1,1,,1,,,,,,,,,,,,,,,,,0,1.0,,0
Jr,OG,"Souza, Frank",2012,11,1,0,1,,,,,,,,,,,,,,,,,0,0.1,,0
Fr,DE,"Harris, Tylor",2012,12,16,6,22,4.5,23,1.5,14,,,,,1,1,0,2,,,,,0,1.8,,0
Fr,S,"Ward, James",2012,11,13,6,19,1.0,1,,,,,,1,,,,,,,,,1,1.7,,1
Fr,ST,"Cherry, Britt",2012,6,0,1,1,,,,,,,,,,,,,,,,,0,0.2,,0
Sr,S,"Quarles, Cyhl",2011,13,52,49,101,1.0,2,0,0,0,0,,3,1,2,13,0,0,0,,,3,7.8,1,3
Sr,OLB,"Wilber, Kyle",2011,13,48,22,70,11.5,52,3.5,33,0,0,0,1,3,1,0,3,1,0,,,1,5.4,,1
Sr,S,"Bush, Josh",2011,13,41,18,59,2.0,3,0,0,6,115,0,5,1,0,0,0,0,0,,,11,4.5,,11
Sr,DE,"Dorty, Tristan",2011,12,12,26,38,1.5,2,0,0,0,0,0,1,4,0,0,0,0,0,,,1,3.2,,1
Sr,DE,"Orange, Gelo",2011,12,16,3,19,2.0,7,0.5,4,0,0,0,0,1,0,0,0,0,0,,,0,1.6,,0
Sr,TE,"Ford, Cameron",2011,13,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0.1,,0
Sr,LB,"Jarrett, Kyle",2011,3,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0.3,,0
Sr,OG,"Looney, Joe",2011,13,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0.1,,0
Sr,RB,"Pendergrass, Brandon",2011,13,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0.1,,0
Sr,WR,"Givens, Chris",2011,13,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,0.0,,0
So,NT,"Whitlock, Nikita",2011,13,26,38,64,14.0,64,3.5,34,0,0,0,1,3,1,0,1,0,0,,,1,4.9,,1
So,LB,"Jackson, Justin",2011,12,37,22,59,6.5,37,1,14,0,0,0,2,0,0,0,3,1,0,,,2,4.9,,2
So,LB,"Olson, Mike",2011,12,32,25,57,6.0,18,0,0,0,0,0,1,1,2,0,0,0,0,,,1,4.8,,1
So,DE,"Thompson, Zach",2011,13,17,23,40,4.0,10,0.5,2,1,8,0,2,1,0,0,0,0,0,,,3,3.1,,3
So,CB,"Marshall, AJ",2011,13,22,11,33,1.0,1,0,0,0,0,0,4,0,0,0,0,0,0,,,4,2.5,,4
So,S,"Mack, Daniel",2011,11,7,6,13,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0,1.2,,0
So,S,"LaBarbera, Joe",2011,13,5,2,7,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,0,0.5,,0
SO,NT,"Souza, Frank",2011,9,2,4,6,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0.7,,0
So,CB,"Tate, Dominique",2011,4,2,2,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,1.0,,0
SO,DE,"Redding, Kris",2011,10,2,1,3,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0.3,,0
RS,OLB,"Allen, Zachary",2011,13,15,9,24,1.0,3,0.5,2,1,0,0,1,0,0,0,0,0,0,,,2,1.8,,2
RS,CB,"Green, Jason",2011,13,5,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0.5,,0
RS,S,"Cooper, Desmond",2011,13,3,1,4,1.0,3,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0.3,,0
RS,LS,"Feimster, Logan",2011,13,2,2,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0.3,,0
RS,NT,"Mosby, Duke",2011,5,2,0,2,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0.4,,0
RS,CB,"Noel, Merrill",2011,54,12,66,1,3.0,0,0,2,2,32,0,19,0,0,0,1,0,0,,,21,0.0,,21
Jr,LB,"Betros, Scott",2011,13,26,33,59,3.5,5,0,0,0,0,0,2,1,0,0,1,0,0,,,2,4.5,,2
Jr,LB,"Ehrmann, Joey",2011,13,29,25,54,3.0,13,0.5,6,1,50,0,1,1,1,0,1,0,1,,,2,4.2,,2
Jr,LB,"Haynes, Riley",2011,13,28,24,52,6.0,23,1,12,0,0,0,2,2,0,0,0,0,0,,,2,4.0,,2
Jr,CB,"Okoro, Kenny",2011,13,32,6,38,0.0,0,0,0,1,36,0,9,0,1,0,0,0,0,,,10,2.9,,10
Jr,S,"Lowe, Duran",2011,13,17,16,33,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,,,2,2.5,,2
Jr,OLB,"Ellis, Derricus",2011,13,5,6,11,0.0,0,0,0,0,0,0,3,0,0,0,0,0,0,,,3,0.8,,3
Jr,FL,"Jackson, Lovell",2011,12,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0.3,,0
Jr,PK,"Newman, Jimmy",2011,13,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0.2,1,0
Jr,FB,"Bohanon, Tommy",2011,13,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0.1,,0
Jr,WR,"Davis, Terence",2011,13,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0.1,,0
SR,LB,"Haynes, Hunter",2010,12,35,42,77,6.5,32,2.5,23,0,0,,1,,,,,,,77,0,1,6.4,,1
SR,LB,"Woodlief, Matt",2010,12,19,38,57,11.5,35,1.5,13,0,0,,2,1,,,,,,57,0,2,4.8,,2
Sr,S,"Frye, Alex",2010,10,38,17,55,1.0,2,0,0,3,72,,3,0,0,0,2,,,55,0,6,5.5,,6
SR,OLB,"Malchow, Lee",2010,12,8,5,13,,,,,,,,,,,,,,,,,0,1.1,,0
SR,LS,"Bechtel, Greg",2010,12,6,0,6,,,,,,,,,,,,1,,,,,0,0.5,,0
SR,DT,"Russell, Tripp",2010,6,2,4,6,,,,,,,,,,,,,,,,,0,1.0,,0
Sr,RB,"Adams, Josh",2010,1,0,1,,,,,,,,,,,,,,,,,,0,0.0,,0
SO,S,"Mack, Daniel",2010,12,21,24,45,0.5,3,0,0,2,33,,3,,,,,,,45,0,5,3.8,,5
SO,LB,"Ehrmann, Joey",2010,12,20,22,42,4.0,16,1,6,1,7,,4,1,1,0,2,,,42,0,5,3.5,,5
SO,CB,"Okoro, Kenny",2010,12,32,7,39,1.0,1,0,0,2,1,,5,0,0,0,0,,,39,0,7,3.3,,7
SO,DE,"Smith, Kevin",2010,11,20,11,31,4.5,23,1.5,10,0,0,,1,0,0,0,2,1,,31,0,1,2.8,,1
SO,LB,"Betros, Scott",2010,10,13,17,30,2.5,2,0,0,1,0,,1,,,,,,,30,0,2,3.0,,2
SO,S,"Lowe, Duran",2010,12,18,12,30,,,,,,,,,,,,,,,,,0,2.5,,0
SO,LB,"Haynes, Riley",2010,6,6,8,14,,,,,,,,,1,,,,,,,,0,2.3,,0
SO,DT,"Souza, Frank",2010,9,2,8,10,,,,,,,,,,,,,,,,,0,1.1,1,0
SO,DE,"Ellis, Derricus",2010,10,4,3,7,,,,,,,,,,,,,,,,,0,0.7,,0
SO,DT,"Redding, Kris",2010,9,3,3,6,1.0,3,,,,,,,,,,,,,,,0,0.7,,0
SO,CB,"Green, Jason",2010,8,1,2,3,,,,,,,,,,,,1,,,,,0,0.4,,0
SO,NT,"Booi, Ramon",2010,8,0,2,2,,,,,,,,,,,,,,,,,0,0.3,,0
SO,WR,"Givens, Chris",2010,11,2,0,2,,,,,,,,,,1,18,,1,,,,0,0.2,,0
SO,PK,"Newman, Jimmy",2010,12,2,0,2,,,,,,,,,,,,,,,,,0,0.2,,0
SO,QB,"Stachitas, Ted",2010,5,1,0,1,,,,,,,,,,,,,,,,,0,0.2,,0
SO,CB,"Jackson, Lovell",2010,9,,,,,,,,1,0,,,,,,,,,,,1,0.0,,1
RS,NT,"Whitlock, Nikita",2010,12,20,24,44,10.5,40,3,23,0,0,,3,2,0,0,2,,,44,0,3,3.7,,3
RS,LB,"Olson, Mike",2010,12,23,20,43,2.5,25,2.5,25,0,0,,0,0,1,0,,,,,,0,3.6,,0
RS,DT,"Thompson, Zach",2010,9,4,15,19,1.0,5,0.5,4,0,0,,0,1,,,,,,,,0,2.1,,0
RS,DT,"Gallagher, John",2010,9,2,7,9,,,,,,,,,1,,,,,,,,0,1.0,,0
RS,LB,"Jackson, Justin",2010,1,1,0,1,,,,,,,,,,,,,,,,,0,1.0,,0
RS,DE,"King, Tyler",2010,2,0,1,1,,,,,,,,,,,,,,,,,0,0.5,,0
JR,S,"Quarles, Cyhl",2010,12,45,26,71,1.5,4,0,0,1,0,,0,0,1,0,1,,,,,1,5.9,,1
JR,OLB,"Wilber, Kyle",2010,12,33,32,65,14.5,45,6,31,0,0,,4,1,0,0,3,2,,65,0,4,5.4,,4
JR,DT,"Dorty, Tristan",2010,11,22,22,44,7.5,23,2.5,10,0,0,,3,2,2,0,1,,,44,0,3,4.0,,3
JR,S,"Bush, Josh",2010,11,24,9,33,2.0,3,0,0,0,0,,4,,,,,,,33,0,4,3.0,,4
JR,DT,"Orange, Gelo",2010,11,14,8,22,2.5,5,0,0,0,0,,1,,,,,,,22,0,1,2.0,,1
JR,LB,"Jarrett, Kyle",2010,12,8,14,22,0.5,1,0,0,0,0,,0,2,,,,,,,,0,1.8,,0
JR,CB,"Washington, CJ",2010,11,8,4,12,,,,,,,,1,,,,,1,,12,0,1,1.1,,1
JR,S,"Stamper, John",2010,12,7,1,8,,,,,,,,,,,,,,,,,0,0.7,,0
JR,P,"Popham, Shane",2010,12,2,1,3,,,,,,,,,,,,,,,,,0,0.3,,0
JR,OT,"Godfrey, Dennis",2010,12,0,2,2,,,,,,,,,,,,,,,,,0,0.2,,0
JR,TE,"Ford, Cameron",2010,12,1,0,1,,,,,,,,,,,,,,,,,0,0.1,,0
JR,OG,"Looney, Joe",2010,10,0,1,1,,,,,,,,,,,,,,,,,0,0.1,,0
JR,CB,"Harris, Morgan",2010,4,3,7,,,,,,,,,,,,,1,,,,,0,0.0,,0
JR,TE,"Parker, Andrew",2010,1,0,1,,,,,,,,,,,,,,,,,,0,0.0,,0
FR,CB,"Johnson, Kevin",2010,11,20,11,31,1.0,1,0,0,0,0,,2,,,,,,,31,0,2,2.8,,2
FR,CB,"Marshall, AJ",2010,11,18,4,22,1.0,10,1,10,0,0,,1,,,,,,,22,0,1,2.0,,1
SR,LB,"Midgett, Dominique",2009,12,37,42,79,5.0,8,1,2,0,0,,1,,1,0,,,,79,0,1,6.6,,1
SR,CB,"Ghee, Brandon",2009,12,35,21,56,2.5,7,0,0,0,0,,8,0,1,0,,,,56,0,8,4.7,,8
SR,DT,"Russell, John",2009,12,18,28,46,8.0,49,4.5,40,0,0,,0,2,0,0,0,,,,,0,3.8,,0
SR,LB,"Jones, Jonathan",2009,12,24,19,43,2.5,6,0.5,3,0,0,,3,,,,,,,43,0,3,3.6,,3
SR,NT,"Robinson, Boo",2009,12,16,21,37,3.0,10,1,7,0,0,,1,3,,,,,,37,0,1,3.1,,1
SR,S,"Frye, Alex",2009,9,21,11,32,2.5,11,1,8,1,37,,,,,,,,,,,1,3.6,,1
SR,LB,"Malchow, Lee",2009,10,14,8,22,,,,,,,,,,,,1,,,,,0,2.2,,0
SR,DT,"Lockett, Michael",2009,12,5,11,16,0.5,1,0.5,1,,,,,2,,,,,,,,0,1.3,,0
SR,DE,"Williams, Anthony",2009,12,3,6,9,,,,,,,,,,,,,,,,,0,0.8,,0
SR,S,"Wissing, Geoff",2009,9,5,1,6,,,,,,,,,,,,,,,,,0,0.7,,0
SR,LS,"Bechtel, Greg",2009,12,4,1,5,,,,,,,,,,,,,,,,,0,0.4,,0
SR,PK,"Beam, Cline",2009,12,2,0,2,,,,,,,,,,,,,,,,,0,0.2,,0
SO,S,"Quarles, Cyhl",2009,12,42,20,62,,,,,1,13,,1,,,,,,,62,0,2,5.2,,2
SO,DT,"Orange, Gelo",2009,12,17,15,32,4.0,30,3,27,,,,,,,,,1,,,,0,2.7,,0
So,S,"Bush, Josh",2009,10,19,6,25,1.0,2,0,0,1,61,,3,1,0,0,0,,,25,0,4,2.5,,4
SO,LB,"Ehrmann, Joey",2009,12,14,11,25,5.5,29,3.5,26,0,0,,1,1,0,0,1,,,25,0,1,2.1,,1
SO,DE,"Wilber, Kyle",2009,5,8,10,18,3.0,10,1,8,,,,,1,1,0,,1,,,,0,3.6,,0
SO,LB,"Jarrett, Kyle",2009,12,8,9,17,2.0,11,2,11,,,,,,,,,,,,,0,1.4,,0
SO,CB,"Williams, Mike",2009,8,12,4,16,1.0,5,0,0,1,13,,4,,,,,,,16,0,5,2.0,,5
SO,LB,"Betros, Scott",2009,12,12,3,15,0.5,1,0,0,0,0,,,,1,0,,,,,,0,1.3,,0
SO,LB,"Wright, Will",2009,11,6,8,14,,,,,,,,,1,,,,,,,,0,1.3,,0
SO,S,"Stamper, John",2009,12,7,2,9,1.0,3,,,,,,,,,,,,,,,0,0.8,,0
SO,DT,"Booi, Ramon",2009,11,3,4,7,1.0,1,,,,,,,,1,0,,,,,,0,0.6,,0
SO,DE,"Ellis, Derricus",2009,7,0,5,5,,,,,,,,,,,,,,,,,0,0.7,,0
SO,CB,"Petit-Jean, Junior",2009,3,3,1,4,,,,,,,,,,,,,,,,,0,1.3,,0
SO,CB,"Washington, CJ",2009,10,2,2,4,,,,,,,,,,,,,,,,,0,0.4,,0
SO,DB,"Harris, Morgan",2009,5,1,0,1,,,,,,,,,,,,,,,,,0,0.2,,0
RS,CB,"Okoro, Kenny",2009,12,30,8,38,0.5,1,0,0,3,30,,11,0,0,0,1,,,38,0,14,3.2,,14
RS,DT,"Smith, Kevin",2009,12,4,4,8,1.0,6,1,6,,,,,,,,,,,,,0,0.7,,0
RS,WR,"Givens, Chris",2009,12,1,0,1,,,,,,,,,,,,,,,,,0,0.1,,0
JR,LB,"Woodlief, Matt",2009,12,27,25,52,1.5,4,1,3,0,0,,3,2,0,0,2,,,52,0,3,4.3,,3
JR,LB,"Haynes, Hunter",2009,10,21,20,41,1.5,8,1,8,0,0,,2,2,1,0,1,,,41,0,2,4.1,,2
JR,DT,"Dorty, Tristan",2009,11,22,19,41,6.0,28,3,20,0,0,,1,1,0,0,1,,,41,0,1,3.7,,1
JR,WR,"Brown, Devon",2009,12,3,0,3,,,,,,,,,,,,,,,,,0,0.3,,0
JR,WR,"Williams, Marshall",2009,12,2,1,3,,,,,,,,,,,,,,,,,0,0.3,,0
JR,DT,"Russell, Tripp",2009,2,0,1,1,,,,,,,,1,,,,,,,1,0,1,0.5,,1
Jr,RB,"Adams, Josh",2009,12,1,0,1,,,,,,,,,,,,,,,,,0,0.1,,0
JR,TE,"Ford, Cameron",2009,8,1,0,1,,,,,,,,,,,,,,,,,0,0.1,,0
FR,CB,"Tate, Dominique",2009,8,7,3,10,0.5,1,0,0,2,0,,1,,,,,,,10,0,3,1.3,,3
SR,LB,"Curry, Aaron",2008,13,66,39,105,16.0,48,2.5,16,1,22,,3,2,3,3,1,,,,,4,8.1,1,4
SR,LB,"Arnoux, Stanley",2008,13,47,42,89,5.5,25,1.5,15,1,22,,4,2,1,0,2,,,,,5,6.8,,5
SR,S,"Vaughn, Chip",2008,13,59,28,87,2.5,2,0,0,2,37,,6,0,2,0,0,,,,,8,6.7,,8
SR,S,"Patterson, Kevin",2008,13,30,24,54,1.0,2,0,0,4,107,,3,0,1,15,2,,,,,7,4.2,,7
SR,LB,"McClinic, Chantz",2008,13,28,23,51,3.5,13,2,11,0,0,0,0,1,2,0,0,,,,,0,3.9,,0
SR,DE,"Robinson, Matt",2008,13,22,17,39,8.5,37,4,24,0,0,,2,4,0,0,1,,,,,2,3.0,,2
SR,CB,"Smith, Alphonso",2008,13,28,9,37,2.5,5,0,0,7,33,,13,0,0,0,2,1,,37,0,20,2.8,,20
SR,CB,"Major, Kerry",2008,12,14,5,19,0.0,0,0,0,0,0,,3,0,0,,,,,,,3,1.6,,3
SR,DE,"Wilson, Antonio",2008,13,10,8,18,2.0,3,1.5,3,0,0,,0,,,,,,,,,0,1.4,,0
SR,DE,"Davis, Anthony",2008,13,6,1,7,1.0,4,0,0,0,0,,1,,,,,,,,,1,0.5,,1
SR,PK,"Wright, Andrew",2008,5,2,0,2,,,,,,,,,,,,,,,,,0,0.4,,0
SR,WR,"Boldin, DJ",2008,13,1,0,1,,,,,,,,,,,,,,,,,0,0.1,,0
SR,PK,"Swank, Sam",2008,2,0,2,,,,,,,,,,,,,,,,,,0,0.0,,0
SO,LB,"Haynes, Hunter",2008,13,19,5,24,0.5,1,0.5,1,0,0,,0,1,1,0,1,,,,,0,1.8,,0
SO,LB,"Woodlief, Matt",2008,13,12,10,22,0.5,0,0,0,0,0,,0,1,0,0,0,,,,,0,1.7,,0
SO,S,"Frye, Alex",2008,9,12,1,13,0.0,0,0,0,1,0,,0,0,0,0,1,,,,,1,1.4,,1
SO,DT,"Carter, Michael",2008,9,4,3,7,1.5,4,,,,,,,,1,0,,,,,,0,0.8,,0
SO,WR,"Williams, Marshall",2008,13,2,0,2,,,,,,,,,,,,,,,,,0,0.2,,0
RS,DE,"Wilber, Kyle",2008,13,28,14,42,6.5,38,3,20,0,0,,1,1,1,2,0,,,,,1,3.2,,1
RS,DB,"Bush, Josh",2008,12,14,3,17,1.0,3,0,0,0,0,,4,0,1,0,,,,,,4,1.4,,4
RS,DE,"Dorty, Tristan",2008,9,2,3,5,1.0,1,,,,,,,,,,,,,,,0,0.6,,0
RS,CB,"Quarles, Cyhl",2008,12,3,2,5,,,,,,,,,,,,,,,,,0,0.4,,0
RS,DT,"Godfrey, Dennis",2008,13,3,0,3,,,,,,,,,,1,0,,,,,,0,0.2,1,0
RS,CB,"Petit-Jean, Junior",2008,9,1,1,2,,,,,,,,,,,,,,,,,0,0.2,,0
RS,S,"Stamper, John",2008,13,1,1,2,,,,,,,,,,,,,,,,,0,0.2,,0
RS,CB,"Williams, Michael",2008,5,1,1,2,,,,,,,,,,,,,,,,,0,0.4,,0
RS,RB,"Pendergrass, Brandon",2008,12,1,0,1,,,,,,,,,,,,,,,,,0,0.1,,0
RS,P,"Popham, Shane",2008,9,1,0,1,,,,,,,,,,,,,,,,,0,0.1,,0
RS,LB,"Orange, Gelo",2008,11,,,,,,,,,,,,,,,,2,,,,0,0.0,,0
JR,NT,"Robinson, Boo",2008,13,24,23,47,6.0,30,5,29,1,0,,1,1,2,0,1,,,,,2,3.6,,2
JR,DT,"Russell, John",2008,13,17,21,38,7.0,27,4,15,0,0,,1,2,0,0,2,,,,,1,2.9,,1
JR,CB,"Ghee, Brandon",2008,11,29,6,35,3.6,17,1,8,1,0,,7,0,1,0,4,1,,,,8,3.2,,8
JR,S,"Jones, Jonathan",2008,11,5,1,6,1.0,4,,,,,,,,,,1,,,,,0,0.5,,0
JR,DE,"Lockett, Michael",2008,13,2,3,5,,,,,,,,,,,,,,,,,0,0.4,,0
JR,LB,"Midgett, Dominique",2008,13,2,1,3,,,,,,,,,,,,,,,,,0,0.2,,0
JR,LB,"Malchow, Lee",2008,7,2,0,2,,,,,,,,,,,,,,,,,0,0.3,,0
JR,C,"Bailey, Trey",2008,6,1,0,1,,,,,,,,,,,,,,,,,0,0.2,,0
JR,LS,"Bechtel, Greg",2008,13,0,1,1,,,,,,,,,,1,0,,,,,,0,0.1,,0
JR,DT,"Randolph, Ted",2008,11,0,1,1,,,,,,,,,,,,,,,,,0,0.1,,0
JR,TE,"Wooster, Ben",2008,11,1,0,1,,,,,,,,,,,,,,,,,0,0.1,,0
JR,DE,"Williams, Anthony",2008,8,,,,,,,,,,,,,1,0,,,,,,0,0.0,,0
FR,CB,"Washington, CJ",2008,11,1,0,1,,,,,,,,,,,,,,,,,0,0.1,,0
SR,DE,"Thompson, Jeremy",2007,13,35,11,46,11.0,65,6.5,58,0,0,,3,1,0,0,2,,,46,0,3,3.5,,3
SR,S,"Mason, Aaron",2007,12,22,6,28,1.0,2,1,2,0,0,,3,0,1,0,0,,,28,0,3,2.3,,3
SR,DT,"Stukes, Zach",2007,13,11,17,28,2.0,5,0.5,2,0,0,,0,1,3,0,0,,,,,0,2.2,,0
SR,C,"Justice, Steve",2007,13,2,0,2,,,,,,,,,,,,,,,,,0,0.2,,0
SR,WR,"Moore, Kenny",2007,13,2,0,2,,,,,,,,,,,,,,,,,0,0.2,,0
SR,TE,"Selmon, Zac",2007,13,2,0,2,,,,,,,,,,,,,,,,,0,0.2,,0
SR,RB,"Andrews, Micah",2007,13,0,1,1,,,,,,,,,,,,,,,,,0,0.1,,0
SR,FB,"Bryant, DeAngelo",2007,13,1,0,1,,,,,,,,,,,,,,,,,0,0.1,,0
SR,LS,"Jarvis, Nick",2007,13,1,0,1,,,,,,,,,,,,,,,,,0,0.1,,0
SR,TE,"Tereshinski, John",2007,13,1,0,1,,,,,,,,,,1,0,,,,,,0,0.1,,0
SO,CB,"Ghee, Brandon",2007,13,46,17,63,6.5,26,1,8,0,0,,10,0,0,0,1,,,63,0,10,4.8,,10
SO,DT,"Russell, John",2007,13,16,18,34,3.5,10,1,8,1,0,,4,2,0,0,,,,34,0,5,2.6,,5
SO,CB,"Schofield, Channing",2007,13,19,9,28,0.0,0,0,0,0,0,,3,0,0,0,1,,,28,0,3,2.2,,3
SO,NT,"Robinson, Boo",2007,13,18,9,27,8.0,60,4,30,0,0,,1,0,1,0,1,,,27,0,1,2.1,,1
SO,LB,"Rinfrette, Mike",2007,12,13,10,23,2.0,4,0,0,0,0,,2,,,,,,,23,0,2,1.9,,2
SO,LB,"Midgett, Dominique",2007,13,7,10,17,1.0,1,,,,,,,,,,,,,,,0,1.3,,0
SO,S,"Jones, Jonathan",2007,13,7,3,10,,,,,,,,,,,,,,,,,0,0.8,,0
SO,FB,"Williams, Anthony",2007,12,5,1,6,,,,,,,,,,,,,,,,,0,0.5,,0
SO,DT,"Lockett, Michael",2007,8,2,3,5,0.5,1,,,,,,,,,,1,,,,,0,0.6,,0
